session,session_date,session_time,participant,sliders_correct,dict_treatment,dict_group_uid,dict_id_in_group,dict_attempt_1,dict_attempt_2,dict_attempt_3,dict_ans_check,dict_group_give,dict_group_die_1,dict_group_die_2,dict_payoff,dict_gachter_circles,bret_boxes_collected,bret_bomb,bret_payoff,svo_group_uid,svo_role,svo_1,svo_2,svo_3,svo_4,svo_5,svo_6,svo_mean_self,svo_mean_other,svo_score,svo_classification,svo_paid_choice,svo_payoff,risque_general,risque_sante,risque_argent,patience,confiance_autres,confiance_autres_general,confiance_autres_famille,confiance_autres_travail,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,politique,experiment_participation,part2_selected_task,comments,final_payoff
zoyfmdzc,2023-09-11,10:06:16.113229,vs76vrec,40,0,s32g3,2,,,,0,8,0,0,18.0,2.0,15,True,0.0,s32g3,1,0,8,8,5,0,5,88.833,64.833,20.905,individualist,4.0,72.0,7,7,7,4,0,4,5,3,1997,0,PE,0,True,4,9,,7,True,1,,18.0
zknsvvur,2021-10-07,14:05:12.207401,vsh5uz9k,19,3,s31g9,2,2.0,0.0,2.0,3,5,1,0,5.0,,5,False,0.5,s31g6,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,3,2,7,7,0,0,5,2,2003,0,FR,0,True,1,16,,0,True,2,,9.25
zknsvvur,2021-10-07,14:05:12.424214,vyx2ul7j,20,3,s31g6,1,1.0,1.0,0.0,0,10,6,0,30.0,,80,True,0.0,s31g3,2,5,8,0,7,0,0,86.0,52.833,4.5,individualist,5.0,75.0,4,4,3,4,1,7,10,5,2002,0,FR,0,True,1,21,,3,True,2,,33.75
8pf0hrk6,2022-02-28,13:02:19.727009,vz2spu19,19,0,s4g4,1,,,,0,10,0,0,20.0,,10,False,1.0,s4g3,1,5,8,8,6,0,0,91.0,52.0,2.793,individualist,2.0,100.0,6,0,0,10,0,0,10,0,1958,0,FR,3,False,2,8,7.0,9,True,1,,21.0
zoyfmdzc,2023-09-11,10:06:16.162783,w48tte7h,40,0,s32g4,1,,,,0,0,0,0,30.0,1.0,25,False,2.5,s32g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,58.0,2,0,0,9,0,5,7,6,2002,0,FR,0,True,4,6,,4,True,2,.,32.9
ucou4xpq,2023-10-05,11:07:37.796963,w6ajp6t1,20,2,s26g4,2,0.0,0.0,1.0,0,5,4,0,25.0,1.0,50,True,0.0,s26g6,2,0,8,8,5,3,8,84.667,70.167,30.188,prosocial,4.0,47.0,2,4,3,6,1,6,7,5,2003,0,FR,0,True,0,6,,2,False,2,,27.35
l4hdbtm8,2021-09-24,13:15:16.372794,w6yp0nge,20,2,s15g9,2,2.0,2.0,2.0,3,5,4,0,25.0,,20,False,2.0,s15g7,1,0,8,8,0,0,8,84.167,75.833,37.092,prosocial,3.0,85.0,7,5,1,6,0,4,8,5,2001,0,ES,0,True,0,6,,5,False,1,,27.0
iska0u63,2023-06-05,15:33:09.742203,wcp56ki2,20,0,s12g6,1,,,,0,10,0,0,20.0,2.0,55,True,0.0,s12g3,1,0,8,8,3,4,7,82.5,74.0,36.444,prosocial,4.0,63.0,3,3,2,6,0,3,7,4,2000,0,FR,0,True,5,6,,4,True,2,,23.15
vffbvolu,2021-10-07,10:33:49.583687,wcui2nr9,20,2,s28g8,1,2.0,2.0,2.0,3,10,5,0,20.0,,30,False,3.0,s28g8,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,68.0,7,3,7,3,0,4,8,6,1995,1,MA,0,True,5,6,,5,True,2,,23.4
pb87jhkl,2023-10-05,10:04:54.757934,wdxkoiyd,20,1,s19g8,2,2.0,2.0,2.0,0,5,3,0,15.0,2.0,35,True,0.0,s19g8,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,4,2,2,3,0,3,8,3,2004,1,FR,0,True,1,0,,3,True,1,ras,15.0
qpboszoi,2023-09-11,14:35:06.996999,wdyt5h96,40,2,s21g5,1,2.0,1.0,1.0,2,5,6,0,25.0,1.0,50,True,0.0,s21g3,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,3.0,85.0,7,2,5,4,0,6,9,6,2005,1,FR,0,True,0,0,,8,False,1,c'était sympa,25.0
8pf0hrk6,2022-02-28,13:02:19.836123,wf7a7g5b,20,0,s4g3,1,,,,0,10,0,0,20.0,,90,False,9.0,s4g4,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,58.0,7,0,6,6,0,5,8,5,1991,0,FR,0,False,5,7,5.0,5,True,2,,22.9
yqf918j3,2023-09-11,13:05:09.885506,wiitv6pb,40,1,s30g7,1,2.0,0.0,0.0,2,10,1,0,10.0,4.0,80,True,0.0,s30g5,2,0,8,8,0,0,8,84.167,75.833,37.092,prosocial,6.0,85.0,5,0,2,3,0,5,8,0,2005,0,FR,0,True,0,0,,5,False,1,,10.0
lumtsvlr,2023-10-05,15:13:23.815216,wj0gf2on,20,3,s16g7,1,2.0,1.0,1.0,2,5,6,0,35.0,1.0,10,False,1.0,s16g5,1,0,7,8,3,4,8,81.833,74.0,37.014,prosocial,1.0,85.0,6,3,5,5,0,5,5,5,2005,0,FR,0,True,0,0,,5,False,2,,39.25
cupsfubn,2021-12-02,13:09:30.006898,wkl3di3b,20,2,s9g5,2,1.0,0.0,1.0,1,5,1,0,5.0,,25,False,2.5,s9g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,50.0,4,3,3,6,1,9,10,8,1998,0,FR,0,True,6,8,,3,True,2,,7.5
4j0x1iqn,2021-10-14,10:40:10.185741,wlxraywf,20,2,s1g8,2,1.0,0.0,1.0,1,5,4,0,25.0,,64,False,6.4,s1g6,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,100.0,5,4,4,2,1,2,6,6,1994,0,FR,0,True,5,2,,5,True,2,Il serait intéressant de recevoir les résultats de ces études ! Bon courage pour l'analyse,30.0
mbii9qpy,2023-07-17,14:05:24.646897,wsaqq5ys,20,3,s17g4,1,1.0,0.0,0.0,1,10,2,0,30.0,1.0,50,True,0.0,s17g2,2,5,7,8,4,1,0,88.333,56.0,8.896,individualist,6.0,85.0,10,10,10,4,0,0,10,0,2002,0,FR,0,True,2,6,,5,True,2,,34.25
hib3cqt6,2023-07-17,10:14:53.206374,wwmw6lbl,20,0,s11g3,2,,,,0,10,0,0,20.0,3.0,30,True,0.0,s11g2,2,0,8,8,4,4,6,83.667,71.5,32.563,prosocial,4.0,68.0,3,0,1,5,1,6,10,8,2000,0,FR,0,True,4,6,,4,True,1,,20.0
qq90voxd,2021-09-24,09:45:54.628775,x0u5ionb,20,1,s22g2,1,0.0,2.0,2.0,1,10,1,0,10.0,,30,False,3.0,s22g2,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,2.0,100.0,5,2,3,4,0,3,8,5,1996,0,FR,0,False,3,8,8.0,8,True,2,,15.0
vffbvolu,2021-10-07,10:33:49.667056,x5ibg5nr,19,2,s28g7,1,0.0,0.0,0.0,1,10,2,0,20.0,,28,False,2.8,s28g6,1,0,8,8,3,2,7,84.667,72.0,32.4,prosocial,4.0,63.0,2,2,1,8,0,0,0,0,1999,0,FR,0,True,5,9,,4,True,1,,22.8
56arlii3,2021-10-07,09:04:02.059984,xcja6b6b,20,3,s2g2,1,1.0,0.0,0.0,1,5,5,0,15.0,,60,True,0.0,s2g2,1,0,8,8,5,2,8,85.833,69.167,28.142,prosocial,5.0,88.0,6,0,0,0,0,5,10,5,2001,0,LB,0,True,3,6,,3,True,1,,15.0
hib3cqt6,2023-07-17,10:14:53.298328,xdgqgujw,20,0,s11g2,2,,,,0,10,0,0,20.0,2.0,60,True,0.0,s11g3,1,0,8,8,8,0,8,90.0,61.667,16.261,individualist,5.0,100.0,3,0,3,7,0,2,10,0,2001,0,HU,0,True,3,6,,5,True,1,,20.0
77fw3e9h,2021-10-07,15:37:35.080811,xo1yurkt,20,0,s3g6,2,,,,0,5,0,0,15.0,,50,True,0.0,s3g6,2,0,4,8,3,4,8,81.0,71.833,35.157,prosocial,1.0,85.0,6,8,6,4,1,5,7,2,2002,0,FR,0,True,0,8,,2,False,2,"C'est assez amusant car je suis plutôt du genre à faire confiance trop facilement aux gens, votre expérimentation, me prouve que c'est absolument pas le cas de tous. J'aurais pu le prévoir mais je pense que dans un monde ""juste"" le partage équitable des gains est primordial pour continuer à faire avancer la solidarité. J'avoue avoir été surprise d'apprendre que le joueur 1 ne m'a laissé que 5euros sur 25. Je comprends entièrement mais je pense tout de même qu'au delà de l'expérience nous devons soutenir le partage.",19.25
cupsfubn,2021-12-02,13:09:29.990505,xsb7pqf8,20,2,s9g6,2,0.0,0.0,1.0,0,5,6,0,25.0,,20,True,0.0,s9g6,2,0,8,8,4,0,6,87.833,67.333,24.615,prosocial,3.0,85.0,7,6,3,6,0,5,8,7,1997,0,FR,0,True,5,8,,1,True,1,,25.0
v645jz3v,2021-12-02,14:36:58.266553,xuifgiql,20,3,s27g3,2,0.0,0.0,0.0,2,1,4,0,21.0,,5,False,0.5,s27g3,1,0,8,0,3,8,0,74.667,75.5,45.951,prosocial,1.0,85.0,6,3,2,0,0,4,8,2,2003,0,FR,0,True,1,15,,0,False,1,,21.5
4j0x1iqn,2021-10-14,10:40:10.169590,xyf8cvuv,20,2,s1g5,2,2.0,1.0,0.0,3,5,1,0,5.0,,15,False,1.5,s1g3,2,4,7,0,8,4,0,82.167,56.0,10.566,individualist,4.0,15.0,7,0,3,5,0,2,4,3,2003,0,FR,0,True,0,8,,4,False,2,,5.75
bgvzfud6,2023-06-06,15:44:36.397446,y28kfqix,20,2,s7g3,2,0.0,1.0,2.0,2,10,6,0,30.0,1.0,100,True,0.0,s7g3,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,75.0,10,0,6,10,0,0,3,0,2003,0,FR,0,True,0,6,,7,True,1,"expérience intéressante, le sondages sont efficaces pour étudier une population;  c'est intéressant pour une fois d'être à la place du répondeur.",30.0
d3x68v1t,2021-12-02,09:35:03.375670,y2jznb2j,20,0,s10g3,2,,,,0,10,0,0,20.0,,20,True,0.0,s10g3,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,47.0,8,9,9,1,0,6,9,5,2000,1,FR,0,False,3,26,8.0,2,True,2,,22.35
t7l852vx,2023-06-06,14:04:26.876623,y2lfm24k,19,1,s24g6,2,0.0,0.0,1.0,3,6,3,0,16.0,1.0,30,True,0.0,s24g5,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,2.0,50.0,6,5,3,4,0,5,5,0,2002,1,FR,0,True,0,6,,5,True,2,,18.5
8pf0hrk6,2022-02-28,13:02:19.749844,y5krdopu,20,0,s4g3,2,,,,0,10,0,0,20.0,,20,False,2.0,s4g3,2,0,8,8,3,4,5,83.167,72.5,34.152,prosocial,2.0,50.0,5,1,3,6,0,5,7,4,1986,0,FR,2,False,0,26,5.0,4,True,2,,22.5
zknsvvur,2021-10-07,14:05:12.307464,yasovs3q,20,3,s31g8,2,1.0,0.0,0.0,1,5,3,0,5.0,,48,False,4.8,s31g8,2,8,8,8,8,8,8,81.667,58.333,14.743,individualist,6.0,85.0,7,1,4,5,0,6,9,6,2000,1,FR,0,True,1,8,,5,False,2,,9.25
ql3gbopg,2022-02-28,14:38:37.475488,ycvxghoa,20,0,s20g2,1,,,,0,5,0,0,25.0,,50,False,5.0,s20g2,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,6.0,85.0,8,5,7,5,0,4,6,2,2001,0,FR,0,True,2,4,,5,True,1,,30.0
vffbvolu,2021-10-07,10:33:49.717059,yemz3tdx,20,2,s28g5,2,0.0,0.0,1.0,0,0,5,0,0.0,,70,False,7.0,s28g2,1,0,8,8,0,0,8,84.167,75.833,37.092,prosocial,6.0,85.0,5,0,10,5,0,4,4,3,1996,1,FR,0,True,5,2,,5,True,1,Expérience rapide,7.0
l4hdbtm8,2021-09-24,13:15:16.131057,yenxqjwk,19,2,s15g2,2,0.0,0.0,1.0,0,10,6,0,30.0,,40,False,4.0,s15g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,6,2,6,4,0,8,10,4,2001,1,FR,0,True,2,6,,6,True,1,"Comme j'ai été joueur 1 au début j'ai décidé pour les parties suivantes de tout prendre pour moi comme je ne savais pas si j'avais eu les 10 euros, j'aurais peut etre été moins agressif en sachant si j'avais deja  un gain ou pas",34.0
qq90voxd,2021-09-24,09:45:54.612065,yjfiknes,20,1,s22g2,2,1.0,2.0,0.0,2,10,1,0,20.0,,80,True,0.0,s22g2,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,2.0,50.0,6,3,5,3,0,3,9,6,1997,0,FR,0,True,6,19,,9,True,1,tres bonne experience,20.0
tocih6v9,2021-10-14,13:05:54.534997,yse8fiyq,19,0,s25g2,1,,,,0,10,0,0,20.0,,63,False,6.3,s25g2,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,7,9,6,3,0,6,10,4,1992,0,FR,0,False,5,5,3.0,3,True,2,,24.25
t7l852vx,2023-06-06,14:04:26.677349,yycufogf,20,1,s24g6,1,0.0,1.0,0.0,3,6,3,0,14.0,3.0,17,False,1.7,s24g3,2,0,8,0,3,4,8,76.333,77.167,45.893,prosocial,6.0,50.0,8,4,7,9,0,5,4,2,1973,1,SH,0,True,4,22,,10,False,1,IDK...,15.7
zoyfmdzc,2023-09-11,10:06:15.975186,z0fta3gv,38,0,s32g5,1,,,,0,10,0,0,20.0,1.0,40,False,4.0,s32g6,1,8,0,8,8,0,0,90.0,38.333,-16.261,competitive,3.0,85.0,8,0,5,2,0,0,6,0,1999,1,DZ,0,True,3,12,,5,True,2,trop difficile de ne pas prendre la totalité de la somme pour nous... j'ai failli garder les 20 e,24.25
ql3gbopg,2022-02-28,14:38:37.423599,z3a9hkmw,20,0,s20g2,2,,,,0,5,0,0,15.0,,50,False,5.0,s20g3,1,0,8,8,8,0,8,90.0,61.667,16.261,individualist,6.0,85.0,6,7,5,5,0,6,8,5,2001,1,FR,0,True,1,24,,4,True,1,,20.0
4j0x1iqn,2021-10-14,10:40:10.369481,z7ruqsqn,20,2,s1g6,1,0.0,0.0,1.0,0,10,6,0,20.0,,13,False,1.3,s1g7,2,0,5,5,4,3,8,80.833,70.833,34.046,prosocial,2.0,50.0,7,8,2,5,0,6,10,5,2003,0,FR,0,True,0,8,,4,False,1,,21.3
1picali9,2021-09-23,14:04:50.813464,z9q10ve9,19,0,s0g10,1,,,,0,5,0,0,25.0,,10,True,0.0,s0g8,1,0,1,8,5,0,0,88.167,56.0,8.934,individualist,4.0,72.0,5,6,4,9,0,5,5,2,1995,0,KM,0,True,3,6,,5,True,2,,28.6
jh8e81hs,2021-10-14,14:35:03.681973,zd0hzi2g,20,1,s13g3,1,1.0,0.0,0.0,3,5,3,0,15.0,,10,False,1.0,s13g6,2,0,8,0,3,0,0,83.0,67.167,27.484,prosocial,5.0,50.0,6,2,5,3,0,4,7,3,2002,1,FR,0,True,0,6,,5,False,2,,17.5
yqf918j3,2023-09-11,13:05:09.735495,ze28nrny,38,1,s30g6,1,1.0,2.0,0.0,2,10,4,0,30.0,1.0,70,False,7.0,s30g9,2,0,8,8,5,0,0,90.333,61.167,15.476,individualist,4.0,68.0,7,5,6,4,0,4,7,1,2004,0,ES,0,True,0,6,,0,False,2,,33.4
bgvzfud6,2023-06-06,15:44:36.414142,zobm7dlt,20,2,s7g5,2,1.0,0.0,1.0,1,1,2,0,21.0,1.0,5,False,0.5,s7g2,1,0,0,8,5,0,2,87.167,56.833,10.417,individualist,2.0,85.0,7,5,2,1,0,1,3,1,2005,0,FR,0,True,0,3,,4,True,1,,21.5
v645jz3v,2021-12-02,14:36:58.233220,zou4q3bi,20,3,s27g3,1,0.0,1.0,0.0,1,1,4,0,39.0,,75,True,0.0,s27g4,1,0,8,8,8,0,5,91.0,59.5,13.046,individualist,6.0,91.0,3,0,3,4,0,0,6,0,1989,1,FR,1,False,5,10,4.0,5,True,1,,39.0
pb87jhkl,2023-10-05,10:04:54.933843,zpkfw5oi,20,1,s19g6,1,2.0,2.0,1.0,1,5,2,0,35.0,2.0,99,True,0.0,s19g9,1,6,0,2,1,8,1,71.833,64.5,33.589,prosocial,2.0,85.0,6,6,4,5,0,7,10,3,2004,0,FR,0,True,1,9,,8,False,1,,35.0
qq90voxd,2021-09-24,09:45:54.545379,zt4ctymq,20,1,s22g6,1,2.0,0.0,1.0,2,5,4,0,35.0,,12,False,1.2,s22g5,1,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,2.0,100.0,6,10,8,2,1,6,7,3,1997,0,FR,0,True,2,26,,0,True,1,,36.2
vrmpn3zv,2023-10-05,14:08:37.765890,ztaz6gdh,20,2,s29g4,1,0.0,0.0,1.0,0,0,2,0,30.0,1.0,65,True,0.0,s29g7,2,0,8,8,8,0,8,90.0,61.667,16.261,individualist,6.0,50.0,5,4,4,9,1,10,9,10,2004,1,FR,0,True,2,22,,1,True,1,tout c'est bien passé,30.0
jh8e81hs,2021-10-14,14:35:03.698228,zw6h5g1v,20,1,s13g5,1,2.0,2.0,2.0,0,10,4,0,30.0,,10,True,0.0,s13g2,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,68.0,3,7,0,7,0,0,2,0,1997,0,FR,0,True,3,2,,0,True,2,,33.4
jh8e81hs,2021-10-14,14:35:03.781606,zwntkqtk,20,1,s13g7,1,0.0,0.0,2.0,2,10,4,0,30.0,,20,True,0.0,s13g5,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,2.0,33.0,6,3,5,8,1,7,8,5,1991,0,FR,0,False,5,15,8.0,3,True,1,,30.0
yqf918j3,2023-09-11,13:05:09.785515,zzcyymuo,40,1,s30g6,2,2.0,2.0,2.0,0,10,4,0,20.0,1.0,75,True,0.0,s30g9,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,63.0,7,0,2,5,0,3,7,2,1996,0,FR,0,False,5,5,8.0,3,True,2,.,23.15
